Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
ROM	11	23	yjj6			0	graft	यह एक सामान्य प्रक्रिया है जहां एक पेड़ की एक जीवित शाखा का अंत दूसरे पेड़ में डाला जाता है ताकि उस पेड़ में नई शाखा बढ़ती रहे।
ROM	11	23	r5kg			0	they ... them	"""वे"" या ""उन्हें"" की सभी घटनाएं यहूदियों को संदर्भित करती हैं।"
ROM	11	24	s1a4	figs-metaphor		0	For if you were cut out of what is by nature a wild olive tree, and contrary to nature were grafted into a good olive tree, how much more will these Jews, who are the natural branches, be grafted back into their own olive tree?	"पौलुस अन्यजातियों के विश्वासियों और यहूदियों की बोलती जारी रखते हैं जैसे कि वे एक पेड़ की टहनियां है। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""अगर परमेश्वर ने तुम्हें प्रकृति के जंगली जैतून के पेड़ से काट दिया है, और प्रकृति के विपरीत तुम्हें एक अच्छे जैतून के पेड़ में साट दिया है, तो वह इन यहूदियों को कितना अधिक साटेगा, जो प्राकृतिक टहनियां हैं, अपने स्वयं के जैतून पेड़ में?"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	11	24	yn21	figs-metaphor		0	branches	"पौलुस यहूदियों और अन्यजातियों की बात कर रहे हैं जैसे कि वे टहनियां थे। ""प्राकृतिक टहनियां"" यहूदियों का प्रतिनिधित्व करती हैं, और ""साटी हुई टहनियां"" अन्यजातियों के विश्वासियों का प्रतिनिधित्व करती हैं। (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	11	25	ye5w	figs-doublenegatives		0	I do not want you to be uninformed	"यहाँ पौलुस एक दोहरे नकारात्मक का उपयोग करता है। आप इसका अनुवाद सकारात्मक रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""मैं बहुत चाहता हूं कि आप जागरूक हों"" (देखें: [[rc://en/ta/man/translate/figs-doublenegatives]])"
ROM	11	25	w7lx			0	brothers	"यहाँ ""भाइयों"" का अर्थ साथी मसीही है, जिसमे पुरुष और स्त्रीएं दोनों शामिल हैं।"
ROM	11	25	q3i2			0	I	“मैं” सर्वनाम पौलुस के लिए है।
ROM	11	25	sf4v			0	you ... you ... your	"सर्वनाम ""आप"" और ""आपका"" अन्यजातियों के विश्वासियों को संदर्भित करता है।"
ROM	11	25	me1g	figs-explicit		0	in order that you will not be wise in your own thinking	"पौलुस नहीं चाहता हैं कि अन्य जाति विश्वासियों को लगे कि वे यहूदी अविश्वासियों की तुलना में समझदार हैं। वैकल्पिक अनुवाद: ""ताकि आप यह न सोचें कि अपने आप से ज्यादा आप समझदार हैं "" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	25	ec4j	figs-metaphor		0	a partial hardening has occurred in Israel	"पौलुस ""सख्त"" या हठ की बात करता है जैसे कि यह शरीर में शारीरिक अंगों का सख्त होना था। कुछ यहूदियों ने यीशु के माध्यम से उद्धार को स्वीकार करने से इनकार कर दिया है। वैकल्पिक अनुवाद: ""इस्राएल के कई मनुष्य जिद्दी बने रहे"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	11	25	db1x			0	until the completion of the Gentiles come in	"यहाँ ""जब तक"" शब्द का अर्थ है कि कुछ यहूदी परमेश्वर द्वारा कलीसिया  में अन्यजातियों को लाने के समाप्त होने के बाद विश्वास करेंगे।"
ROM	11	26	ds7a			0	Connecting Statement:	पौलुस का कहना है कि एक उद्धारकर्ता परमेश्वर की महिमा के लिए इस्राएल से बाहर आ जाएगा।
ROM	11	26	vu7t	figs-activepassive		0	Thus all Israel will be saved	"इसे सक्रिय रूप में कहा जा सकता है। वैकल्पिक अनुवाद: ""इस प्रकार परमेश्वर सभी इस्राएल को बचाएगा"" (देखें:  [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	11	26	n7yf	figs-activepassive		0	just as it is written	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""सिर्फ शास्त्रों के अभिलेख के रूप में"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	11	26	dm4e	figs-metonymy		0	Out of Zion	"यहाँ ""सिय्योन"" का उपयोग उस स्थान के लिए एक लक्षणालंकार के रूप में किया जाता है जहां परमेश्वर रहते हैं। वैकल्पिक अनुवाद: ""जहाँ से परमेश्वर यहूदियों में हैं"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	11	26	v96c			0	the Deliverer	वह जो अपने मनुष्यों की सुरक्षा करता है
ROM	11	26	at55	figs-metaphor		0	He will remove ungodliness	पौलुस असंगति की बात करता है जैसे कि यह एक ऐसी वस्तु थी जिसे कोई निकाल सकता था, शायद जैसे कोई कपड़ा हटाता है। (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM	11	26	bkr2	figs-metonymy		0	from Jacob	"यहाँ ""याकूब"" का उपयोग इजरायल के लिए एक उपनाम के रूप में किया जाता है। वैकल्पिक अनुवाद: ""इस्राएल के मनुष्यों से"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	11	27	ll39	figs-metaphor		0	I will take away their sins	"यहाँ पौलुस पापों की बात करता है जैसे कि वे ऐसी वस्तुएं हैं जिन्हें कोई दूर ले जा सकता है। वैकल्पिक अनुवाद: ""मैं उनके पापों का बोझ हटा दूंगा"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	11	28	ctn9	figs-explicit		0	As far as the gospel is concerned	"आप स्पष्ट कर सकते हैं कि पौलुस क्यों सुसमाचार का उल्लेख करता है। वैकल्पिक अनुवाद: ""क्योंकि यहूदियों ने सुसमाचार को अस्वीकार कर दिया"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	28	x6aa	figs-explicit		0	they are enemies for your sake	"आप स्पष्ट कर सकते हैं कि वे किसके बैरी हैं, और यह अन्यजातियों की खातिर कैसे था। वैकल्पिक अनुवाद: ""वे आपके लिए परमेश्वर के बैरी हैं"" या ""परमेश्वर ने उन्हें बैरी के रूप में माना है कि आप भी सुसमाचार सुन सकते हैं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	28	dr2q	figs-explicit		0	as far as election is concerned	"आप स्पष्ट कर सकते हैं कि पौलुस चुनाव का उल्लेख क्यों करता हैं। वैकल्पिक अनुवाद: ""क्योंकि परमेश्वर ने यहूदियों को चुना है"" या ""क्योंकि परमेश्वर ने यहूदियों को चुना है"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	28	jas2	figs-explicit		0	they are beloved because of their forefathers	"आप स्पष्ट कर सकते हैं कि कौन यहूदियों से प्यार करता है और क्यों पौलुस ने अपने पूर्वजों का उल्लेख किया है। आप इसे सक्रिय रूप में भी अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर अभी भी उनसे प्रेम करता है क्योंकि उसने उनके पूर्वजों के लिए जो करने की प्रतिज्ञा किया था"" (देखें: [[rc://en/ta/man/translate/figs-explicit]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	11	29	p2sf	figs-metaphor		0	For the gifts and the call of God are unchangeable	"पौलुस आध्यात्मिक और शारीरिक आशीषों की बात करता है जिसे परमेश्वर ने अपने लोगों को देने की प्रतिज्ञा किया था जैसे कि वे उपहार थे। परमेश्वर का आह्वान इस तथ्य को संदर्भित करता है कि परमेश्वर ने यहूदियों को अपने लोग कहा। वैकल्पिक अनुवाद: ""क्योंकि उसने उन्हें देने का जो प्रतिज्ञा किया है, उसके बारे में परमेश्वर ने कभी अपना मन नहीं बदला, और इस बारे में कि उन्होंने कैसे उन्हें अपने लोग होने के लिए चुना है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]] और [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	30	bj8g			0	you were formerly disobedient	आप अतीत में आज्ञा नहीं मानी
ROM	11	30	df91	figs-explicit		0	you have received mercy because of their disobedience	"यहाँ दया का अर्थ है परमेश्वर का अयोग्य आशीर्वाद। वैकल्पिक अनुवाद: ""क्योंकि यहूदियों ने यीशु को अस्वीकार कर दिया है, आपको आशीर्वाद मिला है कि आप योग्य नहीं थे"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	11	30	g3cn	figs-you		0	you	यह अन्य जाति विश्वासियों को संदर्भित करता है, और बहुवचन है। (देखें: [[rc://en/ta/man/translate/figs-you]])
ROM	11	32	t6cb	figs-metaphor		0	God has shut up all into disobedience	परमेश्वर ने उन मनुष्यों के साथ व्यवहार किया है जो उसे उन कैदियों के समान मनाते हैं जो कैद से भागने में असमर्थ हैं। वैकल्पिक अनुवाद: “परमेश्वर ने उनकी आज्ञा न मानने वालों को बन्दी बना लिया है। अब वे परमेश्वर की आज्ञा न मानने से नहीं रोक सकते ”(देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM	11	33	x3kb	figs-doublet		0	Oh, the depth of the riches both of the wisdom and the knowledge of God!	"यहाँ ""बुद्धि"" और ""ज्ञान"" का अर्थ मूल रूप से एक ही बात है। वैकल्पिक अनुवाद: ""परमेश्वर के बुद्धि और ज्ञान दोनों कितने लाभकारी हैं!"" (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	11	33	u322			0	How unsearchable are his judgments, and his ways beyond discovering	हम उन चीजों को समझने में पूरी तरह से असमर्थ हैं जो उसने तय की हैं और उन तरीकों का पता लगाते हैं जो वह हमारे प्रति काम करता है
ROM	11	34	r2wj	figs-rquestion		0	For who has known the mind of the Lord or who has become his advisor?	"पौलुस इस प्रश्न का उपयोग इस बात पर जोर देने के लिए करता है कि कोई भी प्रभु के समान बुद्धिमान नहीं है। आप इसे एक कथन के रूप में अनुवाद कर सकते हैं। वैकल्पिक अनुवाद: ""कोई भी प्रभु के मन को नहीं जान सकता है, और कोई भी उसका सलाहकार नहीं बना है।"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	11	34	yy52	figs-metonymy		0	the mind of the Lord	"यहाँ ""मन"" चीजों को जानने या चीजों के बारे में सोचने के लिए एक लक्षणालंकार है। वैकल्पिक अनुवाद: ""वह सब जिसे प्रभु जानता है"" या ""प्रभु क्या सोचता है"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	11	35	j5cn	figs-rquestion		0	"Or who has first given anything to God, that God must repay him?"""	"पौलुस अपनी बात पर जोर देने के लिए इस सवाल का इस्तेमाल करता है। वैकल्पिक अनुवाद: ""किसी ने कभी भी परमेश्वर को कुछ भी नहीं दिया है जो उसने पहले परमेश्वर से प्राप्त नहीं किया था"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]]) * ** उसके लिए ... उसके माध्यम से ... उसके लिए ** - यहाँ, ""उसे"" की सभी घटनाओं को संदर्भित करता है परमेश्वर को।"
ROM	11	36	rpx6	figs-explicit		0	To him be the glory forever	"यह सभी मनुष्यों को परमेश्वर का सम्मान करने के लिए पौलुस की इच्छा व्यक्त करता है। आप अपने अनुवाद में इस अर्थ को स्पष्ट कर सकते हैं। वैकल्पिक अनुवाद: ""सभी मनुष्य उनका सम्मान करे"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	12	intro	aky9			0		"# रोमियों 12 सामान्य टिप्पणियाँ<br>#### संरचना एवं स्वरूपण<br><br>कुछ अनुवाद पद के प्रत्येक पंक्ति को पाठ के बाकी हिस्सों की तुलना में दाईं ओर व्यवस्थित करते हैं ताकि इसे पढ़ना आसान हो सके। यूएलटी यह पद 20 के शब्दों के साथ करता है, जो पुराने नियम से हैं। <br><br> कई विद्वानों का मानना है कि पौलुस शब्द ""इसलिए"" का उपयोग करता है  [रोमियों 12: 1] में (..//// रोम / 12/01। md) सभी अध्याय 1-11 का संदर्भ लें। मसीही सुसमाचार को ध्यान से समझाने के बाद, पौलुस अब बताते हैं कि कैसे मसिहीयों को इन महान सच्चाइयों के प्रकाश में रहना चाहिए। अध्याय 12-16 एक व्यक्ति के मसीही विश्वास को जीने पर केंद्रित है। पौलुस इन व्यावहारिक निर्देशों को देने के लिए इन अध्यायों में कई अलग-अलग आज्ञाओं का उपयोग करता है। (देखें: [[rc://en/tw/dict/bible/kt/faith]]) <br> <br> #### इस अध्याय में विशेष अवधारणा <br> <br> ##### मसीही जीवित <br> मूसा की व्यवस्था के तहत, मनुष्यों को जानवरों या अनाज के मंदिर बलिदान की पेशकश करने की आवश्यकता थी। अब मसीहीयों को परमेश्वर के बलिदान के रूप में अपना जीवन जीने की आवश्यकता है। शारीरिक बलिदानों की अब आवश्यकता नहीं है। (देखें: [[rc://en/tw/dict/bible/kt/lawofmoses]])<br><br>#### इस अध्याय के महत्वपूर्ण अलंकार<br><br>##### मसीह का शरीर<br>मसीह का शरीर कलीसिया को संदर्भित करने के लिए पवित्रशास्त्र में प्रयुक्त एक महत्वपूर्ण रूपक या छवि है। प्रत्येक कलीसिया सदस्य एक अनूठा और महत्वपूर्ण कार्य करता है। मसिहीयों को एक दूसरे की जरूरत है। (देखें: [[rc://en/tw/dict/bible/kt/body]] और [[rc://en/ta/man/translate/figs-metaphor]]) <br> ## शृंखलें: <br><br> * __ [रोमियों 12:01 टिप्पणियाँ] (./ 01.md) __ <br> <br> __ [<<] (.. / 11 / intro.md) | [>>] (../ 13 / intro.md) __<br>"
ROM	12	1	rhs3			0	Connecting Statement:	पौलुस बताता है कि एक विश्वासी का जीवन कैसा होना चाहिए और विश्वासियों को कैसे सेवा करनी चाहिए।
ROM	12	1	d2y3	figs-explicit		0	I urge you therefore, brothers, by the mercies of God	"यहाँ ""भाईयों"" पुरुष और स्त्री दोनों के साथी विश्वासियों को संदर्भित करता है। वैकल्पिक अनुवाद: ""साथी विश्वासी, परमेश्वर ने आपको जो बहुत दया की है, उसके कारण मैं आपको बहुत चाहता हूं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	12	1	w1mz	figs-synecdoche		0	to present your bodies a living sacrifice	"यहाँ पौलुस पूरे व्यक्ति को संदर्भित करने के लिए ""शरीरों"" शब्द का उपयोग करता है। पौलुस मसीह में एक विश्वासी की तुलना कर रहा हैं जो उन जानवरों के लिए पूरी तरह से परमेश्वर का पालन करता है जिन्हें यहूदियों ने मारा और फिर परमेश्वर को चढ़ाया। वैकल्पिक अनुवाद: ""अपने आप को पूरी तरह से परमेश्वर को अर्पित करने के दौरान जब आप जीवित हों जैसे कि आप एक मंदिर की वेदी पर एक मरे हुए बलिदान थे"" (देखें: [[rc://en/ta/man/translate/figs-synecdoche]] और [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	12	1	dwr5	figs-doublet		0	holy, acceptable to God	"संभावित अर्थ 1) ""एक बलिदान जो आप परमेश्वर को देते हैं और जो उसे प्रसन्न करता है"" या 2) ""परमेश्वर को स्वीकार्य है क्योंकि यह नैतिक रूप से शुद्ध है"" (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	12	1	tyk7			0	This is your reasonable service	यह परमेश्वर की पूजा करने का सही तरीका है
ROM	12	2	clc6	figs-metaphor		0	Do not be conformed to this world	"संभावित अर्थ हैं 1) ""संसार जैसा व्यवहार करता है वैसा व्यवहार मत करो"" या 2) ""संसार जिस तरह से सोचता है वैसा मत करो।"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	12	2	pyb6	figs-activepassive		0	Do not be conformed	"संभावित अर्थ 1 हैं) ""संसार को यह न बताएं कि आपको क्या करना है और क्या सोचना है"" या 2) ""अपने आप को कार्य करने की अनुमति न दें और वह करें जो संसार करता है।"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	2	d2qq	figs-metonymy		0	this world	यह उन अविश्वासियों को संदर्भित करता है जो संसार में रहते हैं। (देखें: [[rc://en/ta/man/translate/figs-metonymy]])
ROM	12	2	na8p	figs-activepassive		0	but be transformed by the renewal of your mind	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""लेकिन परमेश्वर को आपके सोचने और व्यवहार करने का तरीका बदलने दें"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	3	nyc2	figs-explicit		0	because of the grace that was given to me	"यहाँ ""अनुग्रह"" का तात्पर्य परमेश्वर द्वारा पौलुस को प्रेरित करने और कलीसिया का नेता चुनने से है। आप अपने अनुवाद में इस अर्थ को स्पष्ट कर सकते हैं। आप इसे सक्रिय रूप में भी अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""क्योंकि परमेश्वर ने स्वतंत्र रूप से मुझे एक प्रेरित बनने के लिए चुना"" (देखें: [[rc://en/ta/man/translate/figs-explicit]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	3	s6yg			0	that everyone who is among you should not think more highly of themselves than they ought to think	कि आप में से किसी को यह नहीं सोचना चाहिए कि वे एक दुसरे से बढ़कर हैं
ROM	12	3	me4t			0	Instead, they should think in a wise way	लेकिन आपको इस बात में बुद्धिमान होना चाहिए कि आप अपने बारे में कैसे सोचते हैं
ROM	12	3	m8z7	figs-explicit		0	just as God has given out to each one a certain amount of faith	"पौलुस का तात्पर्य यहाँ है कि विश्वासियों में विभिन्न क्षमताएँ होती हैं जो परमेश्वर में उनकी आस्था के अनुरूप होती हैं। वैकल्पिक अनुवाद: ""क्योंकि परमेश्वर ने आप में से प्रत्येक को अपने विश्वास के कारण अलग-अलग क्षमताएं दी हैं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	12	4	zm8p			0	For	पौलुस इस शब्द का उपयोग यह दिखाने के लिए करता है कि अब वह समझाएगा कि क्यों कुछ मसिहीयों को यह नहीं सोचना चाहिए कि वे एक दुसरे से बढ़कर हैं।
ROM	12	4	v2pi	figs-metaphor		0	we have many members in one body	पौलुस मसीह के सभी विश्वासियों को संदर्भित करता है जैसे कि वे मानव शरीर के विभिन्न भाग थे। वह यह वर्णन करने के लिए करता है कि यद्यपि विश्वासी विभिन्न तरीकों से मसीह की सेवा कर सकते हैं, प्रत्येक व्यक्ति मसीह का है और एक महत्वपूर्ण तरीके से कार्य करता है। (देखें: [[rc://en/ta/man/translate/figs-metaphor]])
ROM	12	4	v5iy			0	members	ये आंखें, पेट और हाथ जैसी चीजें हैं।
ROM	12	5	dhx8	figs-metaphor		0	are individually members of each other	"पौलुस विश्वासियों की बात करता है जैसे कि परमेश्वर ने उन्हें शारीरिक रूप से मानव शरीर के हिस्सों के समान एक साथ जोड़ दिया था। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर ने प्रत्येक विश्वासी को अन्य सभी विश्वासियों के साथ मिला दिया है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	6	hrr1	figs-metaphor		0	We have different gifts according to the grace that was given to us	"पौलुस परमेश्वर से मुफ्त उपहार होने के नाते विश्वासियों की विभिन्न क्षमताओं की बात करता है। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर ने हम में से प्रत्येक को स्वतंत्र रूप से उसके लिए अलग चीजें करने की क्षमता दी है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	12	6	bnk9			0	let it be done according to the proportion of his faith	इसके संभावित अर्थ हैं 1) “उसे उन भविष्यवाणियों को बोलने दें जो परमेश्वर ने हमें जो विश्वास दिया है, उससे आगे मत जाओ “ या 2) ''उसे ऐसी भविष्यवाणियाँ बोलने दीजिए जो हमारे विश्वास की शिक्षाओं से सहमत हों”।
ROM	12	8	m2as	figs-explicit		0	If one's gift is giving	"यहाँ ""देने"" का अर्थ मनुष्यों को पैसा और अन्य चीजें देने से है। आप अपने अनुवाद में इस अर्थ को स्पष्ट कर सकते हैं। वैकल्पिक अनुवाद: ""यदि किसी के पास जरूरतमंद मनुष्यों को पैसे या अन्य सामान देने का उपहार है"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	12	9	iv5h	figs-activepassive		0	Let love be without hypocrisy	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""आपको मनुष्यों से ईमानदारी से और सच्चा प्यार करना चाहिए"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	9	eaw7			0	love	यहाँ जिस शब्द का पौलुस उपयोग करता है, वह उस तरह के प्रेम को दर्शाता है जो परमेश्वर से आता है और दूसरों की भलाई पर ध्यान केंद्रित करता है, भले ही वह स्वयं को लाभान्वित न करता हो।
ROM	12	9	mr8i			0	love	यह एक और शब्द है जिसका अर्थ है भाईचारे के प्रेम या दोस्त के लिए प्रेम या परिवार के सदस्य के लिए प्रेम। यह दोस्तों या रिश्तेदारों के बीच स्वाभाविक मानवीय प्रेम है
ROM	12	10	ng86			0	Concerning love of the brothers, be affectionate	"यहाँ पौलुस ने नौ वस्तुओं की एक सूची शुरू की है, जिनमें से प्रत्येक ""विषय में... हो"" विश्वासियों को बताने के लिए है कि उन्हें किस तरह के मनुष्य होना  चाहिए। आपको कुछ मदों का अनुवाद करने की आवश्यकता हो सकती है जैसे कि ""विषय में ... करते हैं।"" सूची जारी है [रोमियों 12:13] (.. / 12/13 md)।"
ROM	12	10	ux2y			0	Concerning love of the brothers	जैसा कि आप अपने साथी विश्वासियों से प्यार करते हैं
ROM	12	10	lcg8	figs-activepassive		0	be affectionate	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""दिखावा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	10	tj57			0	Concerning honor, respect one another	"एक दूसरे का आदर और सम्मान करें या ""अपने साथी विश्वासियों का आदर करके उनका सम्मान करें"""
ROM	12	11	iu2i			0	Concerning diligence, do not be hesitant. Concerning the spirit, be eager. Concerning the Lord, serve him	अपने कर्तव्य में आलसी मत बनो, बल्कि आत्मा का पालन करने और प्रभु की सेवा करने के लिए उत्सुक रहो
ROM	12	12	l3es			0	be patient in suffering	जब भी आपको परेशानी हो तो धैर्यपूर्वक प्रतीक्षा करें
ROM	12	13	vk5h			0	Share in the needs of the saints	"यह सूची में अंतिम मद है जो [रोमियों 12: 9] (../ 12 / 09.md) में शुरू हुआ था। ""जब साथी मसीही मुश्किल में पड़ते हैं, तो उनकी मदद करें जो उन्हें चाहिए"""
ROM	12	13	exd8			0	Find many ways to show hospitality	अपने घर में हमेशा उनका स्वागत करें जब उन्हें रहने के लिए जगह की आवश्यकता होती है
ROM	12	16	hwd1	figs-idiom		0	Be of the same mind toward one another	"यह एक मुहावरा है जिसका अर्थ है एकता में रहना। वैकल्पिक अनुवाद: ""एक दूसरे के साथ सहमत"" या ""एक दूसरे के साथ संगति में रहें"" (देखें: [[rc://en/ta/man/translate/figs-idiom]])"
ROM	12	16	ar7y			0	Do not think in proud ways	यह न सोचें कि आप दूसरों की तुलना में अधिक महत्वपूर्ण हैं
ROM	12	16	cc23			0	accept lowly people	ऐसे मनुष्यों का स्वागत करें जो महत्वपूर्ण नहीं लगते हैं
ROM	12	16	h469			0	Do not be wise in your own thoughts	अपने आप को एक दुसरे से अधिक बुद्धिमान मत समझो 
ROM	12	17	h2tz			0	Repay no one evil for evil	बुराई के बदले किसी से बुराई न करो जिसने आपके साथ बुरे काम किए हैं
ROM	12	17	fzh8			0	Do good things in the sight of all people	ऐसे काम करें जिन्हें हर कोई अच्छा समझता हो
ROM	12	18	pgt7			0	as far as it depends on you, live at peace with all people	आप सभी के साथ शांति से रहने के लिए जो कर सकते है वह करे।
ROM	12	19	ew6x	figs-metonymy		0	give way to the wrath of God	"यहाँ ""क्रोध"" परमेश्वर की सजा का एक लक्षणालंकार है। वैकल्पिक अनुवाद: ""परमेश्वर को उन्हें दंडित करने की अनुमति दें"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	12	19	ns3b	figs-activepassive		0	For it is written	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""किसी ने लिखा है"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	19	l2i8	figs-parallelism		0	Vengeance belongs to me; I will repay	"इन दो वाक्यांशों का अर्थ मूल रूप से एक ही बात है और इस बात पर जोर देना कि परमेश्वर अपने लोगों का बदला लेगा। वैकल्पिक अनुवाद: ""मैं निश्चित रूप से आपका बदला लूंगा"" (देखें: [[rc://en/ta/man/translate/figs-parallelism]])"
ROM	12	20	c4ig	figs-you		0	your enemy ... feed him ... give him a drink ... if you do this, you will heap	"""आप"" और ""तुंहारे"" के सभी रूपों को एक व्यक्ति के रूप में संबोधित किया जाता है। (देखें: [[rc://en/ta/man/translate/figs-you]])"
ROM	12	20	q7dq			0	But if your enemy is hungry ... his head	"12:20 में पौलुस ने पवित्रशास्त्र का एक और भाग का उल्लेख किया। वैकल्पिक अनुवाद: ""परन्तु यदि तेरा बैरी भूखा हो तो उसे खाना खिला; यदि प्यासा हो, तो उसे पानी पिला; क्योंकि ऐसा करने से तू उसके सिर पर आग के अंगारों का ढेर लगाएगा। '"
ROM	12	20	e49j			0	feed him	उसे कुछ खाने को दो
ROM	12	20	wce6	figs-metaphor		0	heap coals of fire on his head	"पौलुस आशीर्वाद की बात करता है कि दुश्मनों को प्राप्त होगा जैसे कि कोई अपने सिर पर गर्म अंगारे डाल रहा था। संभावित अर्थ हैं 1) ""उस व्यक्ति को बनाओ जिसने आपको नुकसान पहुँचाया है, आपको बुरा लगा है कि उसने आपके साथ कैसा दुर्व्यवहार किया है"" या 2) ""परमेश्वर को आपके दुश्मन को अधिक कठोर तरीके से न्याय करने का एक कारण दें।"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	12	21	q761	figs-personification		0	Do not be overcome by evil, but overcome evil with good	"पौलुस ""बुराई"" का वर्णन करता है जैसे कि वह एक व्यक्ति था। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""उन मनुष्यों को तुम्हें पराजित मत करने दो जो बुरे हैं, लेकिन जो अच्छा है उसे करने से बुराई को पराजित करो"" (देखें: [[rc://en/ta/man/translate/figs-personification]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	12	21	p7fd	figs-you		0	Do not be overcome by evil, but overcome evil	इन क्रियाओं को एक व्यक्ति के रूप में संबोधित किया गया है और इसलिए एकवचन हैं। (देखें: [[rc://en/ta/man/translate/figs-you]])
